X,Y,fid,Tipo,FechaInstalacion,Material,icon_url
-74.5494493143832,4.82834038761926,"1",Tanques Reserva,,,./0.png
-74.5494493143832,4.82869245717082,"2",Tanques Reserva,,,./0.png
